"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled"
"lx","none","%first_name%, entendido, te envío 📩  archivo PDF con nuestra LISTA DE PRECIOS de X: Dry Cleaning / Limpieza en Seco, 👚👕👗👖y  cuéntaselo a todos 😄, incluso a la competencia, les va gustar nuestros precios 💲..., *MEJOR IMPOSIBLE* \nPDF: https://bit.ly/3r71zwV<#>👗👚👔👖  esperamos pronto saber de tí\nGracias por contactar con “DRY CLEANERS PANAMÁ” 👗👔👔👚 \nMejor imposible","all","3","4","c","","","","","0","","","","","","","","seconds","0","0"
"ly","none","%first_name%, te envío 📩 archivo PDF con nuestra LISTA DE PRECIOS para que la revises y compartas con tus contactos y amigos de Y: Plancha Profesional a Vapor 👗👚👖👕, y cuéntaselo a todos😄, incluso a la competencia, les va gustar nuestros precios 💲..., *MEJOR IMPOSIBLE*\nPDF: https://bit.ly/3tgltaC<#>👗👚👔👖  esperamos pronto saber de tí\nGracias por contactar con “DRY CLEANERS PANAMÁ” 👗👔👔👚 \nMejor imposible","all","3","4","c","","","","","0","","","","","","","","seconds","0","0"
"dry6","none","Somos “DRY CLEANERS PANAMÁ” 👗👔👔👚 y gracias por contactarnos, usted ha elegido la opción DRY6 HORARIO DE ATENCIÓN<#>¡Hola! %first_name%🖐, Soy  Dolly 👦 tú asistente virtual 24/7 👗👚👔👖, te envío la información<#>Nuestro horario 🕔de atención es de Lunes a Viernes de 10:00 AM a 06:00 PM  \nEsperamos pronto saber de ti 👍 y poder atender tus requerimientos de lavandería y plancha👕👚👖 \n \n“DRY CLEANERS PANAMÁ” 👗👔👔👚  \nMejor imposible","all","4","5","c","","","","","0","","","","","","","","seconds","0","0"
"dry7","none","Somos DRY CLEANERS PANAMÁ 👗👔👔👚 y gracias por contactarnos, usted ha elegido la opción DRY7 PARQUEADERO GRATIS<#>¡Hola! %first_name%🖐, Soy  Dolly 👦 tú asistente virtual 24/7 👗👚👔👖, te envío la información<#>Contamos con “full parqueaderos” para nuestros clientes, y adicional 3 espacios exclusivos frente a nuestro local 23 junto a la farmacia El Javillo Tumbamuerto  / Plaza Edison / Google Maps: https://goo.gl/maps/rTHUWR95YoUncquWA<#>👗👚👔👖 recuerda nuestro horario\nLunes a Viernes de 10:00 AM a 06:00 PM \n\n“DRY CLEANERS PANAMÁ” 👗👔👔👚 \nMejor imposible","all","4","5","c","","","","","0","","","","","","","","seconds","0","0"
"dry8","none","Somos “DRY CLEANERS PANAMÁ” 👗👚👔👖  y gracias por contactarnos, usted ha elegido la opción 8️⃣ Grandes Beneficios Membresía 💳 PLATINUM<#>¡Hola! %first_name%🖐, Soy  Dolly 👦 tú asistente virtual 24/7<#>respondo a tu interés sobre la membresía 💳 PLATINUM. \n\nEs un solo pago de $ 30,oo Balboas al año, es decir $ 0,62 centavos  semanales y accedes a todos los beneficios 💲y súper promociones🏷️, en nuestros servicios 👚👗👖👕<#>Deseas continuar y recibir toda la información sobre la membresía 💳 PLATINUM❓ y convertirme en cliente VIP 🌟🌟🌟🌟🌟 en  Dry Cleaners Panamá Plaza Edison👕👚👗👖<#>👗👚👔👖 Elija la opción:\n( PSI ) - SI \n( PNO ) - NO","all","4","5","c","","","","","0","","","","","","","","seconds","0","0"
"pno","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"psi","none","Felicidades 🎉🎉🎉 VÍCTOR, has tomado una gran decisión que cambiará tu vida positivamente 👍..., convertirte en🌟 MIEMBRO PLATINUM 🌟 y disfrutar de los beneficios<#>👗👚👔👖 son 🔟 grandes beneficios, que te hacen ahorrar bastante dinero💲 en todos los productos y servicios (lavado, secado, planchado y limpieza en seco) 👚👗👕\n \nSer miembro💳 Platinum ahorras dinero 💲y consigues lavar / secar o planchar más prendas y con mejor calidad que en otras lavanderías 👕👗👚\n \n1️⃣ Todo el año Dry Cleaning 👚👗👕👖(lavado + secado + planchado) lavas 5 prendas y gratis Dry Cleaning (lavado + secado + planchado) de 1 prenda. \n2️⃣ Todo el año en lavandería de Colchas / Edredones 🛏️ toda medida lavas 4 colchas y la 5ta a mitad de precio. \n3️⃣ En Navidad Dry Cleaning 👕👚👖👗 (lavado + secado + planchado) de 12 prendas y gratis Dry Cleaning (lavado + secado + planchado) de 3 prendas.<#>👗👚👔👖 mira estos beneficios 💳 PLATINUM, que te envío. Son aplicables para el servicio de planchado profesional a vapor 👚👕👗\n\n4️⃣ Todo el año Plancha 👖👗👕a $ 0,50 \n5️⃣ Plancha 30 piezas 👚👕👗y pagas sólo 20 piezas, el día de tu cumpleaños<#>👗👚👔👖 espera, aun siguen los beneficios 💲 y no me podía olvidar de estas fechas muy importantes:\n\n6️⃣ El día del PADRE 👨‍⚖️ lavandería, lavas 20 prendas 👖👕y solo pagas 15 prendas de hombre \n7️⃣ El día de la MADRE 👩‍⚖️lavandería, lavas 20 prendas 👚👗y solo pagas 15 prendas de mujer<#>👗👚👔👖 lo hemos pensado en todo....,  espera y revisa estos últimos 3 beneficios para miembros 💳 PLATINUM \n \n8️⃣ Delivery 🚚Recogida o entrega GRATIS en tus ordenes superiores a $ 50,oo Balboas y hasta 3 km de distancia de nuestra planta Plaza Edison \n9️⃣ Bolsa exclusiva de recolección 50% de descuento \n🔟 Emisión de tarjeta 💳de afiliado sin costo<#>DRY CLEANERS PANAMÁ” 👗👚👔👖  ,esperamos darte la bienvenida pronto como miembro preferente 💳 PLATINUM, es solo $ 30,oo USD al año<#>Es una gran decisión💰, que cambiará tu vida para siempre 👗👚👕👍<#>Esperamos pronto saber de ti 👍 y poder atender tus requerimientos de lavandería y plancha 👕👚👗👖\nLo hacemos a otro nivel y a precios 💲 muy accesibles para todos👍\n\n“DRY CLEANERS PANAMÁ” 👗👚👔👖   Mejor imposible<#>lláma AHORA  📞 385 2383 y convierte en un miembro preferente 💳 PLATINUM‼️","all","11","14","c","","","","","0","","","","","","","","seconds","0","0"
"dry9","none","Hola! %first_name%🖐 feliz %day_of_week%<#>BIENVENIDO, somos *DRY CLEANERS PANAMÁ* 👗👚👔👖, una franquicia de lavandería industrial AGUA & SECO  más moderna, “MUY RENTABLE” 💲e innovadora, que puso jaque mate al coronavirus🦠<#>Gracias por su interés 👍 en nuestra diferente e innovadora franquicia Dry Cleaners Panamá ® 👚👕👗👖, queremos contarte todo sobre nosotros🌟<#>¡ soy  Dolly 👦 !   tú asistente virtual 24/7  en *DRY CLEANERS PANAMÁ* 👗👚👔👖 …, dispones de ⏰tiempo para conversar en este chat de negocios conmigo ❓<#>Espero conocer tu respuesta👍,  y poder continuar. Sólo escribe la palabra MFA \nMFA: SI \nMFB: NO","all","5","5","c","","","","","0","","","","","","","","seconds","0","0"
"mfb","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"mfa","none","Felicidades  🎉🎉🎉%first_name%, ya diste un importante primer paso que puede cambiar tu rumbo 💰 financiero exponencialmente, y percibir 💲ingresos muy atractivos como franquiciado en Dry Cleaners Panamá ®👚👖👗👕<#>estoy  📩enviando  información importante para tu conocimiento 👍<#>Dry Cleaners Panamá 👚👗👕👖abre sus operaciones en 🌟Panamá 2020🌟, con una inversión de 💰 *$ 700.000,oo Dólares* en su planta matriz y posicionándose rápidamente en el mercado de lavandería 👗👚👖👕profesional.<#>Su innovador y “MUY RENTABLE” concepto de tintorerías - lavanderías rápidas y ecológicas♻️, puso jaque mate al Coronavirus con $ 0.50 la plancha.\n\nSiendo amigable con el medio ambiente 🌎 y libres de riesgos cancerígenos para los clientes.<#>es importante que sepas que❓\n\n1️⃣ El margen BRUTO se sitúa al rededor del 60% a 65% de los 💲 ingresos \n2️⃣ Y su periodo de recuperación de inversión 💰 no supera los 2 años<#>Y también debes saber qué❓\n\nen  Dry Cleaners Panamá “NO  ❌ UTILIZAMOS“ el PERC Percloroethileno es ☣️☢️\n\nUtilizamos solventes  H8 HYDRONE eco amigables ♻️<#>Recuerda, que necesito que interactues  🔄 y respondas en nuestra conversación🗣️ para poder avanzar y seguir enviando información importante ‼️<#>Conoces 😧 que tipo de solvente utiliza para lavar tus prendas en SECO, la lavandería que utilizas frecuentemente❓❓❓<#>Espero recibir 📩 tu respuesta, solo escribe la palabra SCB \nSCA: SI \nSCB: NO","all","8","10","c","","","","","0","","","","","","","","seconds","0","0"
"scb","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"sca","none","Wuuuuuuuuuuuuuuua, me lo imaginaba 🤦 %first_name%\n\nNunca te lo han contado ❓❓\n\nEs que sólo te venden precios y  calidad del servicio muy baja; y con alto RIESGO ☣️☢️ \n\nPero tranquilo 🧘‍♀️, el mundo 🌎 está cambiando y tu futura inversión 💰está segura, ya que vas a realizar un negocio👍 libre de riesgos cancerígenos, y no utilizar el PERC Percloroethileno ☣️☢️<#>¡ Dolly 👦 !   te recomienda que leas 📖 este artículo fue realizado por periodistas profesionales 👥 y cuenta con un autor responsable👍\n\nAgradecemos su interés en compartirlo 👍, pero le solicitamos que lo hagas desde el link original: https://bit.ly/3r2uvWW  , somos respetuosos de los derechos de autor y Copyright Ⓒ El Esquiú<#>💥💥💥💥💥 Hay frases, como estas que me encantan, y nos hacen reflexionar. \n\n“LO BARATO, SALE CARO”‼️‼️ y lavar tus prendas en esos lugares o lavanderías donde “solo” importa el precio más bajo 👎, que la calidad 👎👎, la salud y el planeta👎👎👎 \n\nAnalízalo ❓❓❓<#>Bueno, sigamos adelante, sigues ahí ❓ solo escribe la palabra SCA1 \nSCA1: SI \nSCB1: NO","all","12","16","c","","","","","0","","","","","","","","seconds","0","0"
"scb1","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"sca1","none","¡ Dolly 👦 !   te comenta, que tu inversión está garantizada, por que *DRY CLEANERS PANAMÁ* 👗👚👔👖 realiza sus procesos de limpieza profesional con solvente ♻️ eco amigable, que no afectan la salud de nuestros clientes y cuida al plantea 🌎; es el H8 -  Wet Cleaning & Dry Cleaners odor free de muy alta calidad para sus prendas 👗👚👔👖<#>Nuestra estrategia de expansión 💥, nos ha demostrado que la mejor forma  👍 de establecernos en un nuevo mercado es mediante un modelo de franquicia INNOVADOR y DIFERENTE, a nivel regional 🇵🇦, provincial o distrital \n \nAsí que, hoy la oportunidad 💰está frente a ti, es tiempo de hacerlo👍,  hacerlo bien 👍 y diferente a todos.\n\nAdemás cuidando el plantea 🌎<#>De hecho, operamos con esta fórmula 💲, en todos los mercados 🌎en los que estamos presentes, con diferentes marcas ®️. \n\nUna estrategia de mercado extra ordinaria, que garantiza 💰“ÉXITO FINANCIERO”💰; la cual es parte de nuestras filiales en operación en varios 🌎 países<#>El ser franquiciado te otorgará el derecho exclusivo de desarrollar la marca *DRY CLEANERS PANAMÁ* 👗👚👔👖 en el territorio asignado y de forma “exclusiva”, mediante tiendas propias y/o sub-franquiciadas, aplicando el Know-How previamente adquirido.<#>¡ Dolly 👦 !   te recomienda que leas 📖 estas ventajas competitivas de nuestro sistema de franquicia “Mejor Imposible”,👚👗👕👖 click en este enlace http://bit.ly/36tFkJH<#>¡ Dolly 👦 !  , te pide que esperes  ⏰un poco, estoy escribiendo la información y enviarte 📩de inmediato…, por favor no responda<#>Listo, ¡ Dolly 👦 ! está enviando información y el por qué elegir, nuestros modelos de negocios vs otros.\n\nClick en este enlace http://bit.ly/3adPWxm<#>la marca *DRY CLEANERS PANAMÁ* 👗👚👔👖 actualmente, opera en el sector de las lavanderías / tintorerías lavado en seco, lavandería en agua, planchado profesional, y cuentas con asesoría de expertos 👨‍🔬en áreas marketing, desarrollo de software 💽 administrativo (facturación On-line), plataforma interactiva de negocios, ChatBot 24/7  🤖y variedad de servicios de lavandería profesional.\n\n➡️ Múltiples líneas de negocios y productos complementarios. la marca *DRY CLEANERS PANAMÁ* 👗👚👔👖 fabrica, desarrolla, crea el 90% de sus suministros en general en Estados Unidos 🇺🇲, Ecuador 🇪🇨 y Reino Unido 🇦🇨, de nuestra franquicia, agencia publicitaria 🇦🇷(ARG), logística propia (USA), entre otros.<#>En este link que envío, puedes revisar todos nuestros servicios de *DRY CLEANERS PANAMÁ* 👗👚👔👖 y el método diferente que hacemos versus la competencia. http://bit.ly/3pDaJku<#>¡ Dolly 👦 ! te compartió, una muy breve introducción al negocio 👗👚👕👖, ahora hablemos del modelo de negocio que te interesa invertir‼️  \n\n\nEstas de acuerdo para seguir 👍con el chat❓ Solo escribe la palabra CSA2 \nCSA2: SI \nCSB2: NO","all","15","20","c","","","","","0","","","","","","","","seconds","0","0"
"csb2","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"csa2","none","¡ Dolly 👦 !   te recomienda que conozcas nuestros 👕👚👗modelos de negocios 🏢, y si no está allí el modelo que tanto deseas‼️ \n\nTranquilo(a), nosotros lo creamos👍 para tí; te acompañamos y asesoramos desde cero hasta lograr el modelo de negocio🏢 que se ajuste a tu 💰 inversión e ingresos💲 financieros que buscas<#>¡ Dolly 👦 !   te recomienda que hagas click en este link http://bit.ly/39Bkeex, que continen  🗂️ 29 páginas muy importantes en el dossier corporativo de nuestros modelos de negocios *DRY CLEANERS PANAMÁ* 👗👚👔👖, que te ayudarán a tomar la mejor decisión de inversión 💰<#>Dolly 👦  pregunta, estás por ahí ❓ Solo escribe la palabra CSA3 \nCSA3: SI \nCSB3: NO","all","5","5","c","","","","","0","","","","","","","","seconds","0","0"
"csb3","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"csa3","none","Excelente🎉🎉🎉, seguimos enfocados rumbo al éxito financiero 👍\n\n Te adjunto el link http://bit.ly/3adPWxm , con el dosier comercial de *DRY CLEANERS PANAMÁ* 👗👚👔👖\n\nSe detalla informaciónℹ️ acerca de nuestros servicios adicionales, líneas de negocios 💲<#>así mismo, con el objetivo de que tengas un mejor entendimiento sobre nuestro innovador y “MUY RENTABLE” concepto de negocio “Mejor Imposible” en *DRY CLEANERS PANAMÁ* 👗👚👔👖, te sugiero obtener mayor información y agendar una cita o reunión, para que conozcas nuestra planta modelo y showroom laundry en operación y funcionando. Y vivas la experiencia a otro nivel en *DRY CLEANERS PANAMÁ* 👗👚👔👖 \n \nUn ” NEGOCIO QUE GENERA💲 MILLONES 💲EN TODO EL MUNDO 🌎Y ES MUY RENTABLE 💲💲 A PRUEBA DE CRISIS”\n\n✔️ solo para quienes, les gusta, los grandes retos 💰 financieros e inversiones👍<#>Dolly 👦  debe preguntarte❓\n\nDeseas recibir más información sobre nuestra franquicia DCP👚👕👗👖, precios y conocer sobre los modelos de inversión y su rentabilidad❓\n\nSolo escribe la palabra CSA4 \nCSA4: SI \nCSB4: NO","all","12","15","c","","","","","0","","","","","","","","seconds","0","0"
"csb4","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"csa4","none","Excelente 🎉🎉🎉 %first_name%, espera ⏰un poco, estoy preparando la información 📤 para enviarla. Ya que estas a punto de tomar la mejor decisión de tu vida 👍<#>¡ Dolly 👦 !, te pide que elijas entre estos documentos que deseas recibir❓\n \n➡️F1: Carta de bienvenida al mundo preferente DCP \n➡️F2: Solicitud Franquicia \n➡️F3: Dossier Modelos Franquicia \n➡️F4: Todos los anteriores \n \nEjemplo: para solicitar información global de todo nuestro portafolio de negocios de franquicias disponibles *DRY CLEANERS PANAMÁ* 👗👚👔👖, escribe la palabra F4","all","8","10","c","","","","","0","","","","","","","","seconds","0","0"
"f1","none","¡ Dolly 👦 ! está enviando la selección F1: Carta de bienvenida al mundo preferente DCP, revise la información y contacte con nosotros: https://bit.ly/3pNTNru<#>%first_name% ¿Necesitas más información ?\nCSA5: Si\nCSB5: No","all","3","3","c","","","","","0","","","","","","","","seconds","0","0"
"csa5","none","Elije entre estos documentos que deseas recibir❓\n \n➡️F1: Carta de bienvenida al mundo preferente DCP \n➡️F2: Solicitud Franquicia \n➡️F3: Dossier Modelos Franquicia \n➡️F4: Todos los anteriores \n \nEjemplo: para solicitar información global de todo nuestro portafolio de negocios de franquicias disponibles *DRY CLEANERS PANAMÁ* 👗👚👔👖, escribe la palabra F4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"csb5","none","%first_name%, necesitas CONTACTAR con un ASESOR PERSONAL ❓ en  *DRY CLEANERS PANAMÁ* 👗👚👔👖 , escribe la palabra DRY4","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"f2","none","¡ Dolly 👦 ! está enviando la selección F2:  Solicitud Franquicia, revise la información y contacte con nosotros: https://bit.ly/3pAFzKN<#>%first_name% ¿Necesitas más información ?\nCSA5: Si\nCSB5: No","all","3","3","c","","","","","0","","","","","","","","seconds","0","0"
"f3","none","¡ Dolly 👦 ! está enviando la selección F3: Dossier Corporativo Modelos Franquicia, revise la información y contacte con nosotros. Click en este enlace http://bit.ly/39Bkeex<#>%first_name% ¿Necesitas más información ?\nCSA5: Si\nCSB5: No","all","3","3","c","","","","","0","","","","","","","","seconds","0","0"
"f4","none","¡ Dolly 👦 ! está enviando la selección F1: Carta de bienvenida al mundo preferente DCP, revise la información y contacte con nosotros: https://bit.ly/3pNTNru<#>¡ Dolly 👦 ! está enviando la selección F2:  Solicitud Franquicia, revise la información y contacte con nosotros: https://bit.ly/3pAFzKN<#>¡ Dolly 👦 ! está enviando la selección F3: Dossier Corporativo Modelos Franquicia, revise la información y contacte con nosotros. Click en este enlace http://bit.ly/39Bkeex<#>%first_name% estás ahí❓escriba el codigo Z","all","5","5","c","","","","","0","","","","","","","","seconds","0","0"
"z","none","Excelente 🎉🎉🎉 %first_name%, espera ⏰un momento<#>¡recuerda que fuiste atendido por Dolly 👦 !   tú asistente virtual 24/7  de *DRY CLEANERS PANAMÁ* 👗👚👔👖 espero haber brindado asistencia requerida.<#>esperamos, saber pronto de tí 👍%first_name%<#>Que tengas un excelente día 👋…, y cuando necesites lavar o planchar, en *DRY CLEANERS PANAMÁ* 👕👚👗👖 te lo podemos llevar a tan sólo $ 0,50 centavos la plancha \n \n*DRY CLEANERS PANAMÁ* 👗👚👔👖 ..., mejor imposible !<#>Dolly 👦 !     🖐 🖐  te dice  adiós %first_name%  y que tengas un excelente %day_of_week%","all","8","10","c","","","","","0","","","","","","","","seconds","0","0"
"dry10","none","Elije entre estas opciones de modelos de negocios👚👗👖👕\n\nEjemplo: para solicitar información de todos los modelos negocios de franquicias en DRY CLEANERS PANAMÁ 👗👔👔👚escribe la palabra (M10)<#>▪️M1: Delívery / Pick🚚 Up desde 1 a 6 panel\n\n▪️M2: Punto de recolección 🏪 desde 30 a 60 m2\n\n▪️M3: Solo Plancha👕👚 desde 70 a 100 m2\n\n▪️M4: Tienda Wet Cleaning 🏪👚 Lavamático 24/7  de 60 – 80 y 120 m2\n\n▪️M5: Mini Planta 🏪👗👖👚Dry Cleaning full equipada desde 100 m2\n\n▪️M6: Planta Estándar 🏪👗👖👚👔Dry Cleaning full equipada desde 200 m2\n\n▪️M7: Planta piloto Dry Cleaning full equipada desde 300 m2 🏪🚚👕👗👖👚👔🤖\n\n▪️M8: “Aquí se diseña y construye el modelo de negocio 💰🏪 de tus sueños” \n\n▪️M9: Proyección 💲 INGRESOS y GASTOS💲 tiendas franquiciadas\n\n▪️M10: Quiero analizar todos los modelos negocios Dry Clearners Panamá👚👔👖👗👕🚚🏪<#>%first_name%, te sugiero 👍, escribas la palabra M10","all","8","10","c","","","","","0","","","","","","","","seconds","0","0"
"m1","none","¡ Dolly 👦 ! te recomienda que hagas contacto📞 de inmediato con las oficinas locales 🏪 y expresar voluntariamente tu deseo e interés 💰de presentar la solicitud o formulario como pre candidato interesado👍<#>Espera, ¡ Dolly 👦 ! esta enviando 📨 solicitud o formulario como pre candidato interesado: https://bit.ly/3pAFzKN<#>adicionalmente, estoy enviando 📨 información de interés, te recomiendo que realices un paseo virtual por nuestra planta🏪 modelo👚👔👖👗. Click en el enlace  http://bit.ly/3oBZx6z<#>DRY CLEANERS PANAMÁ 👗👔👔👚 previa verificación de tú 🗂️solicitud de pre candidato,  a través del director internacional de expansión, contactará contigo vía 📞 telefónica y estableceré agenda 🗓️ o reuniones, que sean necesarias y poder brindarte toda la asistencia, asesoria integral (marketing📑, estudios de mercado, comercial, legal ⚖️, operacional, regulatoria, financiera 📈, formación / entrenamiento, búsqueda y selección del personal🚶.\n\nPara que la inversión 💰en su país, sea lo más rentable💲 y exitosa💲.<#>¡ Dolly 👦 ! te recomienda que visites este enlace http://bit.ly/3ouv768 , y conozcas mucho mejor nuestro modelo de negocio “MEJOR IMPOSIBLE""<#>¡ recuerda que has sido atendido por Dolly 👦 !   asistente virtual 24/7  en *DRY CLEANERS PANAMÁ* 👗👚👔👖 espero haber brindado la asistencia requerida<#>en caso de necesitar mayor información, no dude en contactar  📞con nuestras oficinas locales o visitar nuestro sitio 🌐 https://drycleanerspanama.com/ y encontrar mayor información<#>esperamos, saber pronto de tí 👍 %first_name%, que tengas un excelente %day_of_week%…,  *DRY CLEANERS PANAMÁ* mejor imposible \n\nDolly 👦 !     🖐 🖐  se despide\n\n adiós","all","15","20","c","","","","","0","","","","","","","","seconds","0","0"
"m2","none","¡ Dolly 👦 ! te recomienda que hagas contacto📞 de inmediato con las oficinas locales 🏪 y expresar voluntariamente tu deseo e interés 💰de presentar la solicitud o formulario como pre candidato interesado👍<#>Espera, ¡ Dolly 👦 ! esta enviando 📨 solicitud o formulario como pre candidato interesado: https://bit.ly/3pAFzKN<#>adicionalmente, estoy enviando 📨 información de interés, te recomiendo que realices un paseo virtual por nuestra planta🏪 modelo👚👔👖👗. Click en el enlace  http://bit.ly/3oBZx6z<#>DRY CLEANERS PANAMÁ 👗👔👔👚 previa verificación de tú 🗂️solicitud de pre candidato,  a través del director internacional de expansión, contactará contigo vía 📞 telefónica y estableceré agenda 🗓️ o reuniones, que sean necesarias y poder brindarte toda la asistencia, asesoria integral (marketing📑, estudios de mercado, comercial, legal ⚖️, operacional, regulatoria, financiera 📈, formación / entrenamiento, búsqueda y selección del personal🚶.\n\nPara que la inversión 💰en su país, sea lo más rentable💲 y exitosa💲.<#>¡ Dolly 👦 ! te recomienda que visites este enlace http://bit.ly/3ouv768 , y conozcas mucho mejor nuestro modelo de negocio “MEJOR IMPOSIBLE""<#>¡ recuerda que has sido atendido por Dolly 👦 !   asistente virtual 24/7  en *DRY CLEANERS PANAMÁ* 👗👚👔👖 espero haber brindado la asistencia requerida<#>en caso de necesitar mayor información, no dude en contactar  📞con nuestras oficinas locales o visitar nuestro sitio 🌐 https://drycleanerspanama.com/ y encontrar mayor información<#>esperamos, saber pronto de tí 👍 %first_name%, que tengas un excelente %day_of_week%…,  *DRY CLEANERS PANAMÁ* mejor imposible \n\nDolly 👦 !     🖐 🖐  se despide\n\n adiós","all","15","20","c","","","","","0","","","","","","","","seconds","0","0"
"m3","none","¡ Dolly 👦 ! te recomienda que hagas contacto📞 de inmediato con las oficinas locales 🏪 y expresar voluntariamente tu deseo e interés 💰de presentar la solicitud o formulario como pre candidato interesado👍<#>Espera, ¡ Dolly 👦 ! esta enviando 📨 solicitud o formulario como pre candidato interesado: https://bit.ly/3pAFzKN<#>adicionalmente, estoy enviando 📨 información de interés, te recomiendo que realices un paseo virtual por nuestra planta🏪 modelo👚👔👖👗. Click en el enlace  http://bit.ly/3oBZx6z<#>DRY CLEANERS PANAMÁ 👗👔👔👚 previa verificación de tú 🗂️solicitud de pre candidato,  a través del director internacional de expansión, contactará contigo vía 📞 telefónica y estableceré agenda 🗓️ o reuniones, que sean necesarias y poder brindarte toda la asistencia, asesoria integral (marketing📑, estudios de mercado, comercial, legal ⚖️, operacional, regulatoria, financiera 📈, formación / entrenamiento, búsqueda y selección del personal🚶.\n\nPara que la inversión 💰en su país, sea lo más rentable💲 y exitosa💲.<#>¡ Dolly 👦 ! te recomienda que visites este enlace http://bit.ly/3ouv768 , y conozcas mucho mejor nuestro modelo de negocio “MEJOR IMPOSIBLE""<#>¡ recuerda que has sido atendido por Dolly 👦 !   asistente virtual 24/7  en *DRY CLEANERS PANAMÁ* 👗👚👔👖 espero haber brindado la asistencia requerida<#>en caso de necesitar mayor información, no dude en contactar  📞con nuestras oficinas locales o visitar nuestro sitio 🌐 https://drycleanerspanama.com/ y encontrar mayor información<#>esperamos, saber pronto de tí 👍 %first_name%, que tengas un excelente %day_of_week%…,  *DRY CLEANERS PANAMÁ* mejor imposible \n\nDolly 👦 !     🖐 🖐  se despide\n\n adiós","all","15","20","c","","","","","0","","","","","","","","seconds","0","0"
"m4","none","¡ Dolly 👦 ! te recomienda que hagas contacto📞 de inmediato con las oficinas locales 🏪 y expresar voluntariamente tu deseo e interés 💰de presentar la solicitud o formulario como pre candidato interesado👍<#>Espera, ¡ Dolly 👦 ! esta enviando 📨 solicitud o formulario como pre candidato interesado: https://bit.ly/3pAFzKN<#>adicionalmente, estoy enviando 📨 información de interés, te recomiendo que realices un paseo virtual por nuestra planta🏪 modelo👚👔👖👗. Click en el enlace  http://bit.ly/3oBZx6z<#>DRY CLEANERS PANAMÁ 👗👔👔👚 previa verificación de tú 🗂️solicitud de pre candidato,  a través del director internacional de expansión, contactará contigo vía 📞 telefónica y estableceré agenda 🗓️ o reuniones, que sean necesarias y poder brindarte toda la asistencia, asesoria integral (marketing📑, estudios de mercado, comercial, legal ⚖️, operacional, regulatoria, financiera 📈, formación / entrenamiento, búsqueda y selección del personal🚶.\n\nPara que la inversión 💰en su país, sea lo más rentable💲 y exitosa💲.<#>¡ Dolly 👦 ! te recomienda que visites este enlace http://bit.ly/3ouv768 , y conozcas mucho mejor nuestro modelo de negocio “MEJOR IMPOSIBLE""<#>¡ recuerda que has sido atendido por Dolly 👦 !   asistente virtual 24/7  en *DRY CLEANERS PANAMÁ* 👗👚👔👖 espero haber brindado la asistencia requerida<#>en caso de necesitar mayor información, no dude en contactar  📞con nuestras oficinas locales o visitar nuestro sitio 🌐 https://drycleanerspanama.com/ y encontrar mayor información<#>esperamos, saber pronto de tí 👍 %first_name%, que tengas un excelente %day_of_week%…,  *DRY CLEANERS PANAMÁ* mejor imposible \n\nDolly 👦 !     🖐 🖐  se despide\n\n adiós","all","15","20","c","","","","","0","","","","","","","","seconds","0","0"
